case_id,country,announcement_date,ingredient,violation_reason,action
CASE-00872,중국,'’24.7 (’24.6부적합),비타민C 젤리 (维C吸吸果冻),"식품첨가물 (①이소말툴로스, ②니코틴산아미드), 기타(비식품원료 황금(黄芩)농축액 첨가 사용)",통관거부
CASE-00873,중국,'’24.7 (’24.6부적합),냉동 참다랑어 슬라이스 (冻蓝鳍金枪鱼肉块),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00874,중국,'’24.7 (’24.6부적합),매실청(青梅汁),기타(해외 식품 생산기업 등록 문제),통관거부
CASE-00875,중국,'’24.7 (’24.6부적합),마시멜로 (棉花糖),미생물(균락총수),통관거부
CASE-00876,중국,'’24.7 (’24.6부적합),쌀퍼프(흑미맛) (糙米圈(黑米味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00877,중국,'’24.7 (’24.6부적합),쌀퍼프(채소맛) (米圈(蔬菜味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00878,중국,'’24.7 (’24.6부적합),쌀퍼프(사과맛) (米圈(苹果味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00879,중국,'’24.7 (’24.6부적합),쌀퍼프(딸기맛) (米圈(草莓味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00880,중국,'’24.7 (’24.6부적합),쌀스틱(채소맛) (米条(蔬菜味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00881,중국,'’24.7 (’24.6부적합),쌀스틱(과일맛) (米条(水果味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00882,중국,'’24.7 (’24.6부적합),쌀스틱(블루베리맛) (米条(蓝莓味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00883,중국,'’24.7 (’24.6부적합),현미스틱(오리지널맛) (糙米条(原味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00884,중국,'’24.7 (’24.6부적합),쌀과자(바나나맛) (大米饼(香蕉味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00885,중국,'’24.7 (’24.6부적합),쌀과자(시금치맛) (大米饼(菠菜味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00886,중국,'’24.7 (’24.6부적합),쌀과자(사과맛) (大米饼(苹果味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00887,중국,'’24.7 (’24.6부적합),쌀과자(자색고구마맛) (大米饼（紫薯味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00888,중국,'’24.7 (’24.6부적합),쌀과자(호박맛) (大米饼（南瓜味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00889,중국,'’24.7 (’24.6부적합),쌀과자(오리지널맛) (大米饼（原味)),"표시기준 위반(라벨 부적합), 기타 (검사검역증명서 등 필요 서류 미제출)",통관거부
CASE-00890,중국,'’24.8 (’23.7부적합),냉동 굴살(冻牡蛎肉),기타(제품 수입허가 미취득),통관거부
CASE-00891,중국,'’24.8 (’23.7부적합),어묵(人造鱼片),기타(N-니트로소디메틸아민 부적합),통관거부
CASE-00892,중국,'’24.8 (’23.7부적합),초콜릿맛 쿠키과자 (巧克力味曲奇饼干),"식품첨가물 (①프로필렌글리콜, ②폴리소르베이트60)",통관거부
CASE-00893,중국,'’24.8 (’23.7부적합),버터과자(黄油饼干),기타(해외 식품 생산기업 등록 문제),통관거부
CASE-00894,중국,'’24.8 (’23.7부적합),호박즙(南瓜汁),기타(해외 식품 생산기업 등록 문제),통관거부
CASE-00895,중국,'’24.8 (’23.7부적합),혼합 과일맛 음료 (混合水果味饮料),식품첨가물 (비타민B2 사용기준 초과),통관거부
CASE-00896,중국,'’24.8 (’23.7부적합),석류맛 젤리 (石榴味吸吸果冻),"식품첨가물 (①이소말툴로스, ②니코틴산아미드), 기타(비식품원료 황금(黄芩)농축액 첨가 사용)",통관거부
CASE-00897,중국,'’24.9 (’23.8부적합),냉동 참다랑어 토막(冻蓝鳍金枪鱼鱼块),기타 (검사검역증명서 등 필요 서류 미제출),통관거부
CASE-00898,중국,'’24.9 (’23.8부적합),냉동 참다랑어 토막 (冷冻蓝鳍金枪鱼肉块),기타 (검사검역증명서 등 필요 서류 미제출),통관거부
CASE-00899,중국,'’24.9 (’23.8부적합),구운 오징어다리(烤鱿鱼腿),기타 (N-니트로소디메틸아민 부적합),통관거부
CASE-00900,중국,'’24.9 (’23.8부적합),냉동 가오리 (冻孔鳐鱼),기타(휘발성 염기질소 부적합),통관거부
CASE-00901,중국,'’24.9 (’23.8부적합),김치용 조미유(泡菜用调味油),기타(기업 등록 미취득),통관거부
CASE-00902,대만,'’24.7,고춧가루(辣椒粉) (HOT PEPPER POWDER-FINE),"잔류농약(2,4-D 0.14 ppm)",반송·폐기
CASE-00903,대만,'’24.7,고춧가루(辣椒粉) (HOT PEPPER POWDER-COARSE),"잔류농약(2,4-D 0.11 ppm)",반송·폐기
CASE-00904,대만,'’24.7,고춧가루(辣椒粉) (HOT PEPPER POWDER-FINE),"잔류농약(2,4-D 0.11 ppm)",반송·폐기
CASE-00905,대만,'’24.7,고춧가루(辣椒粉) (HOT PEPPER POWDER-ARIRANG-FINE),"잔류농약 (①클로르피리포스(Chlorpyrifos) 0.03 ppm, ②2,4-D 0.12 ppm)",반송·폐기
CASE-00906,대만,'’24.7,냉동 황다랑어알 (凍鮪魚卵(FROZEN TUNA ROE (THUNNUS ALBACARES)),중금속(카드뮴 0.2 mg/kg),반송·폐기
CASE-00907,대만,'’24.7,슬라이스 오이무침(涼拌小黃瓜絲) (CUCUMBER SLICE),식품첨가물 (사카린 0.56 g/kg),반송·폐기
CASE-00908,대만,'’24.7,파래무침(涼拌青海菜) (SEASONED GREEN LAVER),식품첨가물 (파라옥시안식향산에틸 0.017 g/kg),반송·폐기
CASE-00909,대만,'’24.7,들깨가루(紫蘇籽粉) (PERILLA SEEDS POWDER(BLACK)),"잔류농약(2,4-D 0.54 ppm)",반송·폐기
CASE-00910,대만,'’24.8,고춧가루(辣椒粉) (FINE CHILLI PEPPER POWER),잔류농약 (클로르메쾃(Chlormequat) 0.22 ppm),반송·폐기
CASE-00911,대만,'’24.8,고춧가루 (COARSE CHILLI PEPPER POWER),잔류농약 (클로르메쾃(Chlormequat) 0.28 ppm),반송·폐기
CASE-00912,대만,'’24.9,신선멜론(鮮瓜) (FRESH MUSK MELON)),잔류농약 (옥솔린산(Oxolinic acid) 0.03 ppm),반송·폐기
CASE-00913,일본,'’24.7,생식용 양식 활넙치 (生食用養殖活ひらめ),유해물질 함유(옥시테트라사이클린(Oxytetracyclin e) 0.4ppm 검출),반송·폐기 (전량보관)
CASE-00914,일본,'’24.7,생식용 양식 활넙치 (生食用養殖活ひらめ),유해물질 함유(옥시테트라사이클린(Oxytetracyclin e) 0.3ppm 검출),반송·폐기 (전량보관)
CASE-00915,일본,'’24.7,무가열섭취 냉동식품 (無加熱摂取冷凍食品) - 기타어류(その他の魚類) (assi맛 창자(assi味付けチャンジャ)),미생물(대장균군 양성),반송·폐기 (전량보관)
CASE-00916,일본,'’24.7,레토르트 살균식품(レトルト殺菌食品) - 채소 조제품(野菜の調整品),기타 (제조기준 부적합-포장용기의 봉합),반송·폐기 (전량보관)
CASE-00917,일본,'’24.7,레토르트 살균식품(レトルト殺菌食品) - 조수육(鳥獣肉)이 주원료인 것,기타 (제조기준 부적합-포장용기의 봉합),반송·폐기 (전량보관)
CASE-00918,일본,'’24.7,레토르트 살균식품(レトルト殺菌食品) - 두류 조제품(豆類の調整品),기타 (제조기준 부적합-포장용기의 봉합),반송·폐기 (전량보관)
CASE-00919,일본,'’24.8,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - SOY SAUCE(GANJANG GEJANG SAUCE),미생물(대장균군 양성),반송·폐기 (전량보관)
CASE-00920,일본,'’24.8,어류조미품(魚類調味品) - 기타 어류(その他の魚類) - CHANGRAN,식품첨가물(폴리소르베이트),반송·폐기 (전량보관)
CASE-00921,일본,'’24.8,기타 양과자(その他の洋菓子),식품첨가물(프로필렌글리콜),반송·폐기 (전량보관)
CASE-00922,미국,'’24.7 (’24.6부적합),"밀크시슬(허브 및 식물류, 다류 외 제품)(MILK THISTLE (HERBAL BOTANICAL OTHER THAN TEAS))",표시기준 위반(①알레르기 유발성분 미표시 ②성분 미표시),통관거부
CASE-00923,미국,'’24.7 (’24.6부적합),팽이버섯(ENOKITAKE),"미생물(리스테리아), 기타(해외공급자검증프로그램 위반)",통관거부
CASE-00924,미국,'’24.7 (’24.6부적합),"느타리버섯(OYSTER MUSHROOMS, FUNGI PRODUCTS, N.E.C.)",기타(해외공급자검증프로그램 위반),통관거부
CASE-00925,미국,'’24.7 (’24.6부적합),팽이버섯(ENOKITAKE),기타(해외공급자검증프로그램 위반),통관거부
CASE-00926,미국,'’24.7 (’24.6부적합),"율무차(율무 가루, 대두 분말, 보리 가루)((YULMUCH TEA (ADLAY FLOUR, SOYBEAN POWDER, BARLEY FLOUR))",기타(해외공급자검증프로그램 위반),통관거부
CASE-00927,미국,'’24.7 (’24.6부적합),꿀 함유 차(TEA WITH HONEY),기타(해외공급자검증프로그램 위반),통관거부
CASE-00928,미국,'’24.7 (’24.6부적합),"문어, 기타 수생동물(OCTOPUS, OTHER AQUATIC SPECIES)",표시기준 위반(①알레르기 유발성분 미표시 ②가독성 ③성분 미표시),통관거부
CASE-00929,미국,'’24.7 (’24.6부적합),"고등어(MACKEREL (ALL EXCEPT SCOMBEROMORUS SP, EG SPANISH OR KING SEE '22'))",기타(제조공정 미제출),통관거부
CASE-00930,미국,'’24.7 (’24.6부적합),"어류(FISH, N.E.C.)",기타(제조공정 미제출),통관거부
CASE-00931,미국,'’24.7 (’24.6부적합),강낭콩(KIDNEY BEAN),기타(제조공정 미제출),통관거부
CASE-00932,미국,'’24.7 (’24.6부적합),"율무차(율무가루, 대두분말, 보리가루) (YULMUCH TEA (ADLAY FLOUR, SOYBEAN POWDER, BARLEY FLOUR))",기타(해외공급자검증프로그램 위반),통관거부
CASE-00933,미국,'’24.8 (’24.7부적합),팽이버섯(ENOKITAKE),"미생물(리스테리아), 기타(해외공급자검증프로그램 위반)",통관거부
CASE-00934,미국,'’24.8 (’24.7부적합),"곶감 또는 감 으깬 것 (PERSIMMON, DRIED OR PASTE)",잔류농약,통관거부
CASE-00935,미국,'’24.8 (’24.7부적합),"버섯 및 기타 균류 제품, 조각 및 줄기, 슬라이스(MUSHROOMS AND OTHER FUNGI PRODUCTS, PIECES AND STEMS, SLICED, N.E.C.)","비위생적 처리(위생 부적합), 잔류농약",통관거부
CASE-00936,미국,'’24.8 (’24.7부적합),팽이버섯(ENOKITAKE),기타(해외공급자검증프로그램 위반),통관거부
CASE-00937,미국,'’24.9 (’24.8부적합),꿀 함유 차(TEA WITH HONEY),기타(해외공급자검증프로그램 위반),통관거부
CASE-00938,미국,'’24.9 (’24.8부적합),"버섯 및 기타 균류 제품, 조각 및 줄기, 슬라이스(MUSHROOMS AND OTHER FUNGI PRODUCTS, PIECES AND STEMS, SLICED, N.E.C.)",잔류농약,통관거부
CASE-00939,미국,'’24.9 (’24.8부적합),"펀치음료, 비탄산 (PUNCH DRINK, NONCARBONATED)",기타(제조공정 미제출),통관거부
CASE-00940,미국,'’24.9 (’24.8부적합),"곶감 또는 감 으깬 것 (PERSIMMON, DRIED OR PASTE)",잔류농약,통관거부
CASE-00941,미국,'’24.9 (’24.8부적합),"혼합 채소, 주스 또는 음료 (MIXED VEGETABLES, JUICE OR DRINK, N.E.C.)",기타(저산성식품 제조업체 미등록),통관거부
CASE-00942,미국,'’24.9 (’24.8부적합),"양배추, 주스 또는 음료 (CABBAGE, JUICE OR DRINK)",기타(저산성식품 제조업체 미등록),통관거부
CASE-00943,미국,'’24.9 (’24.8부적합),"호박, 주스(PUMPKINS, JUICE)",기타(저산성식품 제조업체 미등록),통관거부
CASE-00944,미국,'’24.9 (’24.8부적합),"굴, 양식수확 수산물/수산식품 (OYSTERS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS)","표시기준 위반(①허위 표시 ②가독성), 비위생적 처리(위생불량(오물 오염 가능성이 있거나 건강에 해가 될 수 있는 비위생적인 조건에서 조리, 포장, 보관), 유해물질 함유",통관거부
CASE-00945,미국,'’24.9 (’24.8부적합),"율무차(율무가루, 대두분말, 보리가루) (YULMUCH TEA (ADLAY FLOUR, SOYBEAN POWDER, BARLEY FLOUR))",기타(해외공급자검증프로그램 위반),통관거부
CASE-00946,미국,'’24.9 (’24.8부적합),팽이버섯(ENOKITAKE),미생물(리스테리아),통관거부
CASE-00947,호주,'’24.7 (’24.5부적합),들깨탕(Wild sesame stew),기타(금지된 식물 고사리 (Pteridium aquilinum) 함유),보류 명령
CASE-00948,호주,'’24.7 (’24.5부적합),매운 양념 새조개 (Spicy seasoned cockle),미생물(대장균 기준 초과),폐기·재수출
CASE-00949,호주,'’24.8 (’24.7부적합),버섯들깨탕 (Mushroom perilla stew),기타(금지된 식물 고사리 (Pteridium aquilinum) 함유),보류 명령
CASE-00950,중국,'’24.10 (’24.9부적합),생생 아이스크림(生生雪糕),미생물(리스테리아),통관거부
CASE-00951,중국,'’24.10 (’24.9부적합),바삭한 비스킷(酥脆饼干) （버터코코넛맛(黄油椰子味)）,표시기준 위반(라벨 부적합),통관거부
CASE-00952,중국,'’24.10 (’24.9부적합),바삭한 비스킷(酥脆饼干) (버터코코넛맛(黄油椰子味)）,표시기준 위반(라벨 부적합),통관거부
CASE-00953,중국,'’24.10 (’24.9부적합),고로케 과자(크림맛) (可乐饼 (奶油味)),표시기준 위반(라벨 부적합),통관거부
CASE-00954,중국,'’24.10 (’24.9부적합),쌀과자(大米蜜果),표시기준 위반(라벨 부적합),통관거부
CASE-00955,중국,'’24.10 (’24.9부적합),우유맛 캔디(牛奶味硬糖),표시기준 위반(라벨 부적합),통관거부
CASE-00956,중국,'’24.10 (’24.9부적합),초콜릿(巧克力),표시기준 위반(라벨 부적합),통관거부
CASE-00957,중국,'’24.10 (’24.9부적합),바삭한 초콜릿(脆香巧克力豆),표시기준 위반(라벨 부적합),통관거부
CASE-00958,중국,'’24.10 (’24.9부적합),코코아버터 대체유지 초콜릿제품 (代可可脂巧克力制品),표시기준 위반(라벨 부적합),통관거부
CASE-00959,중국,'’24.10 (’24.9부적합),녹색 박하맛 껌(绿色薄荷味口香糖),표시기준 위반(라벨 부적합),통관거부
CASE-00960,중국,'’24.10 (’24.9부적합),샌드과자(夹心饼干) (파인애플맛(菠萝味)）,표시기준 위반(라벨 부적합),통관거부
CASE-00961,중국,'’24.10 (’24.9부적합),소금구이 김(盐烤海苔),기타(화물증서 미부합),통관거부
CASE-00962,중국,'’24.10 (’24.9부적합),현미맛 음료(糙米味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00963,중국,'’24.10 (’24.9부적합),곡물 음료(谷物饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00964,중국,'’24.10 (’24.9부적합),결명자맛 차음료(决明子味茶饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00965,중국,'’24.10 (’24.9부적합),헛개맛 음료(枳椇子味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00966,중국,'’24.10 (’24.9부적합),보리 음료(大麦味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00967,중국,'’24.10 (’24.9부적합),자색옥수수 풍미 음료 (紫玉米风味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00968,중국,'’24.10 (’24.9부적합),유산균 복숭아맛 음료 (乳酸菌水蜜桃味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00969,중국,'’24.10 (’24.9부적합),유산균 사과맛 음료 (乳酸菌苹果味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00970,중국,'’24.10 (’24.9부적합),유산균 파인애플맛 음료 (乳酸菌菠萝味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00971,중국,'’24.10 (’24.9부적합),레몬맛 탄산수(柠檬味苏打水),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00972,중국,'’24.10 (’24.9부적합),딸기맛 음료(草莓味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00973,중국,'’24.10 (’24.9부적합),플레인 탄산수(原味苏打水),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00974,중국,'’24.10 (’24.9부적합),복숭아맛 탄산수(水蜜桃味苏打水),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00975,중국,'’24.10 (’24.9부적합),포도맛 탄산수(葡萄味苏打水),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00976,중국,'’24.10 (’24.9부적합),파인애플맛 탄산수(菠萝味苏打水),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00977,중국,'’24.10 (’24.9부적합),토마토주스 음료(番茄汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00978,중국,'’24.10 (’24.9부적합),알로에주스 음료(芦荟汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00979,중국,'’24.10 (’24.9부적합),당근주스 음료(胡萝卜汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00980,중국,'’24.10 (’24.9부적합),복숭아주스 음료(水蜜桃汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00981,중국,'’24.10 (’24.9부적합),사과주스 음료(苹果汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00982,중국,'’24.10 (’24.9부적합),알로에맛 음료(芦荟味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00983,중국,'’24.10 (’24.9부적합),복숭아맛 음료(蟠桃汁味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00984,중국,'’24.10 (’24.9부적합),샤인머스캣맛 음료 (阳光玫瑰葡萄味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00985,중국,'’24.10 (’24.9부적합),청매실맛 음료(青梅味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00986,중국,'’24.10 (’24.9부적합),포도주스 음료(葡萄汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00987,중국,'’24.10 (’24.9부적합),감귤주스 음료(柑橘汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00988,중국,'’24.10 (’24.9부적합),오렌지주스 음료(橙子汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00989,중국,'’24.10 (’24.9부적합),포도주스 음료(葡萄果汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00990,중국,'’24.10 (’24.9부적합),배즙 음료(梨汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00991,중국,'’24.10 (’24.9부적합),블루베리주스 음료(莓汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00992,중국,'’24.10 (’24.9부적합),망고주스 음료(芒果汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00993,중국,'’24.10 (’24.9부적합),유자주스 음료(柚子汁饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00994,중국,'’24.10 (’24.9부적합),꿀인삼맛 음료(蜂蜜人参味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00995,중국,'’24.10 (’24.9부적합),복숭아맛 우롱차 음료 (水蜜桃味乌龙茶饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00996,중국,'’24.10 (’24.9부적합),유자맛 녹차 음료 (柚子味绿茶饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00997,중국,'’24.10 (’24.9부적합),보리맛 음료(大麦味饮料),기타(품질유지기한 식품안전 국가표준 규정 부적합),통관거부
CASE-00998,중국,'’24.11 (’24.10부적합),농축 석류홍초음료 (浓缩石榴红醋饮料),기타 (해외 식품 생산기업 등록 문제),통관거부
CASE-00999,중국,'’24.11 (’24.10부적합),냉동 삼치(冻蓝点马鲛鱼),식품첨가물(인산 및 인산염 식품안전국가표준 규격 부적합),통관거부
CASE-01000,중국,'’24.11 (’24.10부적합),냉동 참다랑어 필렛 (冻北方蓝鳍金枪鱼肉块),표시기준 위반(라벨 부적합),통관거부
CASE-01001,중국,'’24.12 (’24.11부적합),사과풍미 음료(苹果风味饮料),기타 (해외 식품 생산기업 등록 문제),통관거부
CASE-01002,중국,'’24.12 (’24.11부적합),포도풍미 음료(葡萄风味饮料),기타 (해외 식품 생산기업 등록 문제),통관거부
CASE-01003,중국,'’24.12 (’24.11부적합),Baby Cereal Bars With Filling,미생물 (균락총수식품안전국가표준규정부적합),통관거부
CASE-01004,중국,'’24.12 (’24.11부적합),순발효 간장(纯发酵酱油),미생물 (균락총수식품안전국가표준규정부적합),통관거부
CASE-01005,중국,'’24.12 (’24.11부적합),치즈맛 구운김(奶酪味烤制海苔),기타 (검사검역증명서 등 필요 서류 미제출),통관거부
CASE-01006,대만,'’24.10,신선 멜론(鮮哈密瓜) (FRESH MUSK MELON)),잔류농약 (옥솔린산(Oxolinic acid) 0.04 ppm),반송·폐기
CASE-01007,대만,'’24.10,신선 멜론(鮮哈密瓜) (FRESH KOREAN MUSK MELON),잔류농약 (옥솔린산(Oxolinic acid) 0.06 ppm),반송·폐기
CASE-01008,대만,'’24.10,고춧가루(辣椒粉) (RED PEPPER POWDER (CHILI FLAKE FOR KIMCHI)),잔류농약 (클로르피리포스(Chlorpyrifos) 0.09 ppm),반송·폐기
CASE-01009,대만,'’24.12,포도(葡萄) (KOREANFRESHGRAPESHINEMUSCAT),잔류농약 (테트라닐리프롤(Tetraniliprole) 0.04 ppm),반송·폐기
CASE-01010,대만,'’24.12,키위(奇異果) (FRESH KIWI FRUIT),잔류농약 (로테논(Rotenone) 0.04 ppm),반송·폐기
CASE-01011,대만,'’24.12,막대과자(餅乾棒),식품첨가물 (아조루빈(Azorubine) 검출),반송·폐기
CASE-01012,대만,'’24.12,간장(醬油)(KOREAN SOY SAUCE),"식품첨가물 (①파라옥시안식향산에틸(Ethyl p-Hydroxybenzoate) 0.179 g/kg, ②비타민B1라우릴황산염(Thiamine Dilaurylsulfate) 0.006 g/kg)",반송·폐기
CASE-01013,대만,'’24.12,하바네로 고춧가루(黃燈籠辣椒粉) (HABANERO POWDER),"잔류농약 (①플로니카미드(Flonicamid) 0.1 ppm, ②인독사카브(Indoxacarb) 0.8 ppm, ③프로클로라즈(Prochloraz) 0.31 ppm, ④테부코나졸(Tebuconazole) 1.3 ppm)",반송·폐기
CASE-01014,대만,'’24.12,배추(大白菜) (FRESH CHINESE CABBAGE),잔류농약 (클로로메쾃(Chlormequat) 0.05 ppm),반송·폐기
CASE-01015,일본,'’24.10,무가열섭취냉동식품 (無加熱摂取冷凍食品) - 게류(かに類) - Soy Sauce Marinated Crab Meat Can,미생물(대장균군 양성),반송·폐기 (전량보관)
CASE-01016,일본,'’24.10,무가열섭취냉동식품 (無加熱摂取冷凍食品) - 게류(かに類) - Spicy Sauce Marinated Crab Meat Can,"①미생물(대장균군 양성), ②식품첨가물(소브산(sorbic acid) 0.01 g/kg 검출(원료의 Red pepper paste에 대상외 사용))",반송·폐기 (전량보관)
CASE-01017,일본,'’24.11,믹스스파이스(ミックススパイス) - KIMCHI SEASONING MIX,식품첨가물 (폴리소르베이트 80(polysorbate 80) 0.59 g/kg 검출),반송·폐기 (전량보관)
CASE-01018,일본,'’24.11,믹스스파이스(ミックススパイス) - KIMCHI SEASONING MIX,식품첨가물 (폴리소르베이트80(polysorbate 80) 0.77 g/kg 검출),반송·폐기 (전량보관)
CASE-01019,일본,'’24.12,야초가공품및향신료 (野草加工品及び香辛料) - 고추(とうがらし) - POWDERED RED PEPPER(SEASONING),잔류농약 (프로피코나졸(Propiconazole) 0.02 ppm),반송·폐기 (전량보관)
CASE-01020,일본,'’24.12,무가열섭취냉동식품 (無加熱摂取冷凍食品) - 기타식료품 (その他の食料品)(Egg garnish),미생물(세균수 1.7×10⁶/g),반송·폐기 (전량보관)
CASE-01021,미국,'’24.10 (’24.9 부적합),"탄산수 (SODA WATER, CARBONATED)",표시기준 위반(가독성),통관거부
CASE-01022,미국,'’24.10 (’24.9 부적합),"비탄산 청량음료 (NONCARBONATED SOFT DRINK, N.E.C.)",표시기준 위반(성분미표시),통관거부
CASE-01023,미국,'’24.11 (’24.10 부적합),"문어, 기타수생동물 (OCTOPUS, OTHER AQUATIC SPECIES)",표시기준 위반 (알레르기 유발성분 미표시),통관거부
CASE-01024,미국,'’24.11 (’24.10 부적합),"비탄산 청량음료 (NONCARBONATED SOFT DRINK, N.E.C.)",표시기준 위반(라벨 미표시),통관거부
CASE-01025,미국,'’24.11 (’24.9 부적합),"비탄산 청량음료 (NONCARBONATED SOFT DRINK, N.E.C.)","표시기준 위반 (①주스 % 함량 미표시, ②성분 미표시, ③영어 미표기, ④영양정보 미표시)",통관거부
CASE-01026,EU,'’24.10,배맛 숙취해소 음료 (pear flavoured hangover Beverage),기타 (미승인 신소재 식품 헛개나무 (Unauthorised novel food Hovenia Dulcis)),수취국 철수 (아일랜드)
CASE-01027,EU,'’24.10,우유 함유 소스 (Consignment of Sauce (with milk)),기타 (수의학 검사 미비 화물의 국경 통과 (passed border control post without necessary veterinary checks)),"수취국 통보, 위탄판매자 통보, 시장 철수 (네덜란드), 당국 통보 (스웨덴)"
CASE-01028,EU,'’24.11,커리 (curry),기타 (국경통제소 수의 검역 미비 (skipped veterinary controls in Border Control Post)),수취국 통보 (네덜란드)
CASE-01029,EU,'’24.12,유부(fried tofu pockets 'Fried Soybean Curd'),표시기준 위반 (알레르기 반응 관련 표시 불충분),당국 통보 (독일)
CASE-01030,EU,'’24.12,구운김(roasted seaweed),기타 (요오드 다량(high iodine content) 317 µg/kg - ppb)),시장 철수(독일)
CASE-01031,EU,'’24.12,구운김(roasted seaweed),기타 (요오드 다량(high iodine content) 472 µg/kg - ppb)),"회수 모니터링, 시장 철수(독일)"
CASE-01032,EU,'’24.12,컵라면(cup nudels),"표시기준 위반 (①알레르기 유발물질 강조 미비, ②기타 표시 미준수 (Lack of highlighting of allergen in the ingredient list and other non compliance labeling mistakes))",시장 철수 (덴마크)
CASE-01033,중국,'’25.1 (’24.12 부적합),양조간장 (酿造酱油),미생물 (균락총수 식품안전국가표준 규정 부적합),통관거부
CASE-01034,중국,'’25.1 (’24.12 부적합),조미김 (咸味海苔),미생물 (균락총수 식품안전국가표준 규정 부적합),통관거부
CASE-01035,중국,'’25.1 (’24.12 부적합),냉동 갈치 (冻带鱼),기타 (해외식품생산기업 등록 문제),통관거부
